Ovitrampa ID;Estado;Município;Distrito;Rua;Número;Complemento;Localização;Latitude;Longitude;Ano;Semana;Data do envio da contagem;Ovos;Quem enviou;Observação;Lat_lng;Quarteirão;Data da instalação;Data de coleta
203;Mato Grosso do Sul;Ponta Porã;;Rua: Imperatriz;63;;Embaixo do armario;-22,48766553;-55,72511016;2026;10;2026-03-23 20:22:41;43;sevpontapora.ms;;-22.48766553,-55.72511016;;2026-03-09;2026-03-13
204;Mato Grosso do Sul;Ponta Porã;;Rua: Jacy;42;;lavanderia;-22,4873515;-55,7298789;2026;10;2026-03-23 20:22:41;0;sevpontapora.ms;;-22.4873515,-55.7298789;;2026-03-09;2026-03-13
205;Mato Grosso do Sul;Ponta Porã;;"Rua; Roncador";563-1;;Pia;-22,48818079;-55,73509419;2026;10;2026-03-23 20:22:42;1;sevpontapora.ms;;-22.48818079,-55.73509419;;2026-03-09;2026-03-13
206;Mato Grosso do Sul;Ponta Porã;;Rua: Roncador;254;;Pia;-22,48857311;-55,73825811;2026;10;2026-03-23 20:22:42;93;sevpontapora.ms;;-22.48857311,-55.73825811;;2026-03-09;2026-03-13
207;Mato Grosso do Sul;Ponta Porã;;Rua: Salinas;;;;-22,49072721;-55,73705072;2026;10;2026-03-23 20:22:43;24;sevpontapora.ms;;-22.49072721,-55.73705072;;2026-03-09;2026-03-13
208;Mato Grosso do Sul;Ponta Porã;;Rua Das camelias;590;;tanque;-22,49098529;-55,74134939;2026;10;2026-03-23 20:22:43;0;sevpontapora.ms;;-22.49098529,-55.74134939;;2026-03-09;2026-03-13
209;Mato Grosso do Sul;Ponta Porã;;Rua das Flores;257 (Escola Coporã);;;-22,49171739;-55,74485373;2026;10;2026-03-23 20:22:44;10;sevpontapora.ms;;-22.49171739,-55.74485373;;2026-03-09;2026-03-13
21;Mato Grosso do Sul;Ponta Porã;;Rua:Zeferindo dávila monteiro;574;;;-22,566694;-55,6913;2026;10;2026-03-23 20:21:08;0;sevpontapora.ms;;-22.566694,-55.6913;;2026-03-09;2026-03-13
210;Mato Grosso do Sul;Ponta Porã;;Rua: Formosa;148;;Tanque;-22,48803216;-55,74071125;2026;10;2026-03-23 20:22:44;34;sevpontapora.ms;;-22.48803216,-55.74071125;;2026-03-09;2026-03-13
211;Mato Grosso do Sul;Ponta Porã;;MS 164;2960;;Mesa;-22,48732976;-55,74644901;2026;10;2026-03-23 20:22:45;0;sevpontapora.ms;;-22.48732976,-55.74644901;;2026-03-09;2026-03-13
212;Mato Grosso do Sul;Ponta Porã;;MS 164;3222;;Armario;-22,48434491;-55,74671995;2026;10;2026-03-23 20:22:45;0;sevpontapora.ms;;-22.48434491,-55.74671995;;2026-03-09;2026-03-13
213;Mato Grosso do Sul;Ponta Porã;;Av. Lolia Carrilho Novaes;890;;embaixo do tanque;-22,48470312;-55,74143382;2026;10;2026-03-23 20:22:46;0;sevpontapora.ms;;-22.48470312,-55.74143382;;2026-03-09;2026-03-13
214;Mato Grosso do Sul;Ponta Porã;;Rua: Azul (Posto de Saúde);S/N;;cozinha;-22,48431027;-55,73752904;2026;10;2026-03-23 20:22:46;45;sevpontapora.ms;;-22.48431027,-55.73752904;;2026-03-09;2026-03-13
215;Mato Grosso do Sul;Ponta Porã;;Av. Lolia Carillho novaes;184;;varanda;-22,48438909;-55,73413104;2026;10;2026-03-23 20:22:47;0;sevpontapora.ms;;-22.48438909,-55.73413104;;2026-03-09;2026-03-13
216;Mato Grosso do Sul;Ponta Porã;;Rua: Saúde;369;;cozinha;-22,48431098;-55,72997452;2026;10;2026-03-23 20:22:47;144;sevpontapora.ms;;-22.48431098,-55.72997452;;2026-03-09;2026-03-13
217;Mato Grosso do Sul;Ponta Porã;;Rua: Ibitanga;450;;Mesa;-22,48419787;-55,72657945;2026;10;2026-03-23 20:22:48;32;sevpontapora.ms;;-22.48419787,-55.72657945;;2026-03-09;2026-03-13
218;Mato Grosso do Sul;Ponta Porã;;Rua:Camboriu;121;;Geladeira;-22,48409003;-55,7223647;2026;10;2026-03-23 20:22:48;0;sevpontapora.ms;;-22.48409003,-55.7223647;;2026-03-09;2026-03-13
219;Mato Grosso do Sul;Ponta Porã;;Rua: Educacional;659;;Tanque;-22,48467409;-55,71951625;2026;10;2026-03-23 20:22:49;70;sevpontapora.ms;;-22.48467409,-55.71951625;;2026-03-09;2026-03-13
22;Mato Grosso do Sul;Ponta Porã;;R. Cel aurelio do amaral;91;;;-22,5672;-55,69403;2026;10;2026-03-23 20:21:08;40;sevpontapora.ms;;-22.5672,-55.69403;;2026-03-09;2026-03-13
220;Mato Grosso do Sul;Ponta Porã;;Rua: Jardim ivone;536;;Quarto;-22,48289608;-55,72487163;2026;10;2026-03-23 20:22:49;0;sevpontapora.ms;;-22.48289608,-55.72487163;;2026-03-09;2026-03-13
221;Mato Grosso do Sul;Ponta Porã;;Rua dos Engenheiros;20-2;;cozinha;-22,48163084;-55,72963945;2026;10;2026-03-23 20:22:50;0;sevpontapora.ms;;-22.48163084,-55.72963945;;2026-03-09;2026-03-13
222;Mato Grosso do Sul;Ponta Porã;;Rua Cezar jara quintana;227;;Varanda;-22,4818576;-55,73430094;2026;10;2026-03-23 20:22:50;0;sevpontapora.ms;;-22.4818576,-55.73430094;;2026-03-09;2026-03-13
223;Mato Grosso do Sul;Ponta Porã;;Rua: Victor danilo antunes;374;;Recepção;-22,48242255;-55,73711257;2026;10;2026-03-23 20:22:51;36;sevpontapora.ms;;-22.48242255,-55.73711257;;2026-03-09;2026-03-13
224;Mato Grosso do Sul;Ponta Porã;;Rua:Curvelo;124;;Geladeira;-22,47685568;-55,74911615;2026;10;2026-03-23 20:22:51;12;sevpontapora.ms;;-22.47685568,-55.74911615;;2026-03-09;2026-03-13
23;Mato Grosso do Sul;Ponta Porã;;AV. Vinicius soares;;;;-22,562942;-55,6969912;2026;10;2026-03-23 20:21:09;0;sevpontapora.ms;;-22.562942,-55.6969912;;2026-03-09;2026-03-13
24;Mato Grosso do Sul;Ponta Porã;;Rua: Dr. Miguel marcondes;170;;;-22,5634;-55,69371;2026;10;2026-03-23 20:21:09;43;sevpontapora.ms;;-22.5634,-55.69371;;2026-03-09;2026-03-13
25;Mato Grosso do Sul;Ponta Porã;;Rua: Eloah vieira da silva;503;;;-22,5640244;-55,6904818;2026;10;2026-03-23 20:21:10;72;sevpontapora.ms;;-22.5640244,-55.6904818;;2026-03-09;2026-03-13
26;Mato Grosso do Sul;Ponta Porã;;R. Nicandro Ernesto Campos;469;;Prateleira;-22,5641021;-55,6874434;2026;10;2026-03-23 20:21:10;58;sevpontapora.ms;;-22.5641021,-55.6874434;;2026-03-09;2026-03-13
27;Mato Grosso do Sul;Ponta Porã;;Rua: Areia branca;644;;Murinho;-22,56407309;-55,6842683;2026;10;2026-03-23 20:21:11;2;sevpontapora.ms;;-22.56407309,-55.6842683;;2026-03-09;2026-03-13
28;Mato Grosso do Sul;Ponta Porã;;Rua: Isaac newton;1401;;Murinho;-22,56453235;-55,68090247;2026;10;2026-03-23 20:21:11;41;sevpontapora.ms;;-22.56453235,-55.68090247;;2026-03-09;2026-03-13
29;Mato Grosso do Sul;Ponta Porã;;Rua Doutor Miguel Marcondes,;1688-4;;;-22,56044642;-55,68047517;2026;10;2026-03-23 20:21:12;0;sevpontapora.ms;;-22.56044642,-55.68047517;;2026-03-09;2026-03-13
3;Mato Grosso do Sul;Ponta Porã;;Rua itebere vieira;800;;;-22,577616;-55,679396;2026;10;2026-03-23 20:20:58;0;sevpontapora.ms;;-22.577616,-55.679396;;2026-03-09;2026-03-13
30;Mato Grosso do Sul;Ponta Porã;;Rua: Guaiba;390;;Armario;-22,56016578;-55,68404606;2026;10;2026-03-23 20:21:12;56;sevpontapora.ms;;-22.56016578,-55.68404606;;2026-03-09;2026-03-13
31;Mato Grosso do Sul;Ponta Porã;;R. Adalberto Fróes;625;;Tanque;-22,56079166;-55,68720333;2026;10;2026-03-23 20:21:13;0;sevpontapora.ms;;-22.56079166,-55.68720333;;2026-03-09;2026-03-13
32;Mato Grosso do Sul;Ponta Porã;;"Rua; Vera cruz";77;;Armario;-22,55999366;-55,69046526;2026;10;2026-03-23 20:21:13;0;sevpontapora.ms;;-22.55999366,-55.69046526;;2026-03-09;2026-03-13
33;Mato Grosso do Sul;Ponta Porã;;Rua: Piaui;Conviver;;Balcao;-22,55910666;-55,69509773;2026;10;2026-03-23 20:21:14;162;sevpontapora.ms;;-22.55910666,-55.69509773;;2026-03-09;2026-03-13
34;Mato Grosso do Sul;Ponta Porã;;Rua: Cel.Ponce;526;;Cx água;-22,55998724;-55,69918766;2026;10;2026-03-23 20:21:14;0;sevpontapora.ms;;-22.55998724,-55.69918766;;2026-03-09;2026-03-13
35;Mato Grosso do Sul;Ponta Porã;;Rua: 9;145.1;;Ao lado freezer;-22,55979556;-55,70320148;2026;10;2026-03-23 20:21:15;0;sevpontapora.ms;;-22.55979556,-55.70320148;;2026-03-09;2026-03-13
36;Mato Grosso do Sul;Ponta Porã;;Rua Digno torres;474;;Mesa;-22,55640235;-55,70223854;2026;10;2026-03-23 20:21:15;0;sevpontapora.ms;;-22.55640235,-55.70223854;;2026-03-09;2026-03-13
37;Mato Grosso do Sul;Ponta Porã;;Rua: Goias;01;;Dentro do Comercio;-22,55726744;-55,69791178;2026;10;2026-03-23 20:21:16;122;sevpontapora.ms;;-22.55726744,-55.69791178;;2026-03-09;2026-03-13
38;Mato Grosso do Sul;Ponta Porã;;Rua: Geovai;198;;Varanda;-22,55638099;-55,69586885;2026;10;2026-03-23 20:21:16;22;sevpontapora.ms;;-22.55638099,-55.69586885;;2026-03-09;2026-03-13
39;Mato Grosso do Sul;Ponta Porã;;Rua: 21 de abril;303;;Tanque;-22,55668752;-55,69117715;2026;10;2026-03-23 20:21:17;49;sevpontapora.ms;;-22.55668752,-55.69117715;;2026-03-09;2026-03-13
4;Mato Grosso do Sul;Ponta Porã;;Rua: Inacio subtil de oliveira;615;;;-22,58104476;-55,67673754;2026;10;2026-03-23 20:20:59;0;sevpontapora.ms;;-22.58104476,-55.67673754;;2026-03-09;2026-03-13
40;Mato Grosso do Sul;Ponta Porã;;"Rua; Dom Pedro I";411;;Varanda;-22,5571292;-55,68760542;2026;10;2026-03-23 20:21:17;0;sevpontapora.ms;;-22.5571292,-55.68760542;;2026-03-09;2026-03-13
41;Mato Grosso do Sul;Ponta Porã;;Av. Vinicius Soares do Nascimento;S/n (Mec Motos);;Dentro do comercio;-22,55862573;-55,68488637;2026;10;2026-03-23 20:21:18;0;sevpontapora.ms;;-22.55862573,-55.68488637;;2026-03-09;2026-03-13
42;Mato Grosso do Sul;Ponta Porã;;Av. vinicius soares do nascimento;S/n;;Dentro do comercio;-22,55755915;-55,68152588;2026;10;2026-03-23 20:21:18;29;sevpontapora.ms;;-22.55755915,-55.68152588;;2026-03-09;2026-03-13
43;Mato Grosso do Sul;Ponta Porã;;Rua Valparaiso;789;;Churrasqueira;-22,55427267;-55,6883515;2026;10;2026-03-23 20:21:19;98;sevpontapora.ms;;-22.55427267,-55.6883515;;2026-03-09;2026-03-13
44;Mato Grosso do Sul;Ponta Porã;;Rua Passo Fundo;53;;Armario;-22,55437398;-55,6906717;2026;10;2026-03-23 20:21:19;45;sevpontapora.ms;;-22.55437398,-55.6906717;;2026-03-09;2026-03-13
45;Mato Grosso do Sul;Ponta Porã;;Rua: Goias;362;;;-22,5548915;-55,6957812;2026;10;2026-03-23 20:21:20;19;sevpontapora.ms;;-22.5548915,-55.6957812;;2026-03-09;2026-03-13
46;Mato Grosso do Sul;Ponta Porã;;R.9;235;;Armario Banheiro;-22,55286999;-55,69942617;2026;10;2026-03-23 20:21:20;0;sevpontapora.ms;;-22.55286999,-55.69942617;;2026-03-09;2026-03-13
47;Mato Grosso do Sul;Ponta Porã;;Rua Digno torres;799;;;-22,55357348;-55,70128226;2026;10;2026-03-23 20:21:21;123;sevpontapora.ms;;-22.55357348,-55.70128226;;2026-03-09;2026-03-13
48;Mato Grosso do Sul;Ponta Porã;;Luiz quintana;106;;Muro;-22,55065504;-55,70117672;2026;10;2026-03-23 20:21:21;68;sevpontapora.ms;;-22.55065504,-55.70117672;;2026-03-09;2026-03-13
49;Mato Grosso do Sul;Ponta Porã;;Rua: Anaurelino G. Mattos;10;;Tanque;-22,549574;-55,69930225;2026;10;2026-03-23 20:21:22;52;sevpontapora.ms;;-22.549574,-55.69930225;;2026-03-09;2026-03-13
5;Mato Grosso do Sul;Ponta Porã;;Rua: Julio Toffoli;76;;;-22,58085813;-55,67906827;2026;10;2026-03-23 20:20:59;7;sevpontapora.ms;;-22.58085813,-55.67906827;;2026-03-09;2026-03-13
50;Mato Grosso do Sul;Ponta Porã;;Rua: Sao cristovao;171;;Prateleira Fundos;-22,5490969;-55,69430482;2026;10;2026-03-23 20:21:22;22;sevpontapora.ms;;-22.5490969,-55.69430482;;2026-03-09;2026-03-13
51;Mato Grosso do Sul;Ponta Porã;;Rua: Toledo;7;;Atrás da máquina;-22,54763779;-55,69142469;2026;10;2026-03-23 20:21:23;0;sevpontapora.ms;;-22.54763779,-55.69142469;;2026-03-09;2026-03-13
52;Mato Grosso do Sul;Ponta Porã;;Rua: Tietê;115;;Janela;-22,54611011;-55,69863444;2026;10;2026-03-23 20:21:23;0;sevpontapora.ms;;-22.54611011,-55.69863444;;2026-03-09;2026-03-13
53;Mato Grosso do Sul;Ponta Porã;;Rua: Rosa Azul;L12Q10;;Ao lado do tanque;-22,54608832;-55,69531537;2026;10;2026-03-23 20:21:24;0;sevpontapora.ms;;-22.54608832,-55.69531537;;2026-03-09;2026-03-13
54;Mato Grosso do Sul;Ponta Porã;;Rua: Engenheiro mauricio dutra;671;;Churrasqueira;-22,54556159;-55,6908646;2026;10;2026-03-23 20:21:24;0;sevpontapora.ms;;-22.54556159,-55.6908646;;2026-03-09;2026-03-13
55;Mato Grosso do Sul;Ponta Porã;;Rua: Maringá;141;;;-22,54524104;-55,688294;2026;10;2026-03-23 20:21:25;0;sevpontapora.ms;;-22.54524104,-55.688294;;2026-03-09;2026-03-13
56;Mato Grosso do Sul;Ponta Porã;;Rua: Genova;206;;Ao lado gaiola;-22,542453;-55,686857;2026;10;2026-03-23 20:21:25;15;sevpontapora.ms;;-22.542453,-55.686857;;2026-03-09;2026-03-13
57;Mato Grosso do Sul;Ponta Porã;;São joão del rei;31;;no armário;-22,53912;-55,687667;2026;10;2026-03-23 20:21:26;82;sevpontapora.ms;;-22.53912,-55.687667;;2026-03-09;2026-03-13
58;Mato Grosso do Sul;Ponta Porã;;Rua:Doce;3540;;ao lado da churrasqueira;-22,53955412;-55,69017247;2026;10;2026-03-23 20:21:26;52;sevpontapora.ms;;-22.53955412,-55.69017247;;2026-03-09;2026-03-13
59;Mato Grosso do Sul;Ponta Porã;;Rua: Pisa;95;;Em cima do poço;-22,54120896;-55,69042996;2026;10;2026-03-23 20:21:27;241;sevpontapora.ms;;-22.54120896,-55.69042996;;2026-03-09;2026-03-13
6;Mato Grosso do Sul;Ponta Porã;;Rua: Angelica ferreira cardinal;214;;;-22,57907226;-55,68321283;2026;10;2026-03-23 20:21:00;0;sevpontapora.ms;;-22.57907226,-55.68321283;;2026-03-09;2026-03-13
60;Mato Grosso do Sul;Ponta Porã;;Rua: Batista azevedo;2029;;No armário;-22,541706;-55,702726;2026;10;2026-03-23 20:21:27;0;sevpontapora.ms;;-22.541706,-55.702726;;2026-03-09;2026-03-13
61;Mato Grosso do Sul;Ponta Porã;;Rua: Marginal Oeste;571;;embaixo do tanque;-22,54275098;-55,70680137;2026;10;2026-03-23 20:21:28;22;sevpontapora.ms;;-22.54275098,-55.70680137;;2026-03-09;2026-03-13
62;Mato Grosso do Sul;Ponta Porã;;Rua Corumba;573;;embaixo do tanque;-22,54567056;-55,70727567;2026;10;2026-03-23 20:21:28;0;sevpontapora.ms;;-22.54567056,-55.70727567;;2026-03-09;2026-03-13
63;Mato Grosso do Sul;Ponta Porã;;Rua: Aeroporto vracopos;437;;embaixo do tanque;-22,54544707;-55,70352569;2026;10;2026-03-23 20:21:29;0;sevpontapora.ms;;-22.54544707,-55.70352569;;2026-03-09;2026-03-13
64;Mato Grosso do Sul;Ponta Porã;;R. Aeroporto Guararapes,;444;;meio das plantas;-22,54774357;-55,70468267;2026;10;2026-03-23 20:21:30;152;sevpontapora.ms;;-22.54774357,-55.70468267;;2026-03-09;2026-03-13
65;Mato Grosso do Sul;Ponta Porã;;Rua Caceres;N 12;;meio das plantas;-22,5496307;-55,70805432;2026;10;2026-03-23 20:21:30;10;sevpontapora.ms;;-22.5496307,-55.70805432;;2026-03-09;2026-03-13
66;Mato Grosso do Sul;Ponta Porã;;Rua: Corumbá;17;;banheiro;-22,55039674;-55,70920915;2026;10;2026-03-23 20:21:31;0;sevpontapora.ms;;-22.55039674,-55.70920915;;2026-03-09;2026-03-13
67;Mato Grosso do Sul;Ponta Porã;;Rua Epitácio Pessoa,;770;;planteira da frente;-22,5517427;-55,70782915;2026;10;2026-03-23 20:21:31;46;sevpontapora.ms;;-22.5517427,-55.70782915;;2026-03-09;2026-03-13
68;Mato Grosso do Sul;Ponta Porã;;Rua: Modesto Dauzacker;306;;Mesa;-22,55605024;-55,70756005;2026;10;2026-03-23 20:21:32;31;sevpontapora.ms;;-22.55605024,-55.70756005;;2026-03-09;2026-03-13
69;Mato Grosso do Sul;Ponta Porã;;João Gualberto Cabral - Gaúcha Car;517;;embaixo da mesa;-22,55660728;-55,71097685;2026;10;2026-03-23 20:21:32;78;sevpontapora.ms;;-22.55660728,-55.71097685;;2026-03-09;2026-03-13
7;Mato Grosso do Sul;Ponta Porã;;Rua: Itibere vieira;165;;Corredor;-22,5818827;-55,6831812;2026;10;2026-03-23 20:21:00;15;sevpontapora.ms;;-22.5818827,-55.6831812;;2026-03-09;2026-03-13
70;Mato Grosso do Sul;Ponta Porã;;Rua: Avenida Brasil - Produfértil;537;;embaixo do bebedouro;-22,55573954;-55,71435028;2026;10;2026-03-23 20:21:33;0;sevpontapora.ms;;-22.55573954,-55.71435028;;2026-03-09;2026-03-13
71;Mato Grosso do Sul;Ponta Porã;;Rua: João V. Ferreira;117;;Armario;-22,55295413;-55,71023103;2026;10;2026-03-23 20:21:33;19;sevpontapora.ms;;-22.55295413,-55.71023103;;2026-03-09;2026-03-13
72;Mato Grosso do Sul;Ponta Porã;;Rua: Prudente de morais;135;;na estante;-22,55311267;-55,71441528;2026;10;2026-03-23 20:21:34;0;sevpontapora.ms;;-22.55311267,-55.71441528;;2026-03-09;2026-03-13
73;Mato Grosso do Sul;Ponta Porã;;Rua: Primeiro de outubro - Receita Federal;129;;depósito;-22,55243409;-55,71767803;2026;10;2026-03-23 20:21:34;0;sevpontapora.ms;;-22.55243409,-55.71767803;;2026-03-09;2026-03-13
74;Mato Grosso do Sul;Ponta Porã;;Av. Intenacional;1294;;em cima dos pneus;-22,55199534;-55,72196827;2026;10;2026-03-23 20:21:35;0;sevpontapora.ms;;-22.55199534,-55.72196827;;2026-03-09;2026-03-13
75;Mato Grosso do Sul;Ponta Porã;;Rua: 18 de Julho;374;;embaixo do tanque;-22,54962682;-55,7193726;2026;10;2026-03-23 20:21:35;0;sevpontapora.ms;;-22.54962682,-55.7193726;;2026-03-09;2026-03-13
76;Mato Grosso do Sul;Ponta Porã;;Rua: Marechal Floriano;757;;;-22,54909175;-55,72229084;2026;10;2026-03-23 20:21:36;0;sevpontapora.ms;;-22.54909175,-55.72229084;;2026-03-09;2026-03-13
77;Mato Grosso do Sul;Ponta Porã;;Rua: 13 de Setembro;1920;;Galpao;-22,54745872;-55,72506861;2026;10;2026-03-23 20:21:36;52;sevpontapora.ms;;-22.54745872,-55.72506861;;2026-03-09;2026-03-13
78;Mato Grosso do Sul;Ponta Porã;;Rua: 13 setembro,;2182;;;-22,54567651;-55,72658292;2026;10;2026-03-23 20:21:37;0;sevpontapora.ms;;-22.54567651,-55.72658292;;2026-03-09;2026-03-13
79;Mato Grosso do Sul;Ponta Porã;;Av. Brasil;1971;;cozinha;-22,54564195;-55,72230274;2026;10;2026-03-23 20:21:37;0;sevpontapora.ms;;-22.54564195,-55.72230274;;2026-03-09;2026-03-13
8;Mato Grosso do Sul;Ponta Porã;;Rua Lino do Amaral;61;;Varanda;-22,5807243;-55,6872979;2026;10;2026-03-23 20:21:01;0;sevpontapora.ms;;-22.5807243,-55.6872979;;2026-03-09;2026-03-13
80;Mato Grosso do Sul;Ponta Porã;;Travessa Ilizio Cabral 20;s/n;;;-22,54243492;-55,72336508;2026;10;2026-03-23 20:21:38;119;sevpontapora.ms;;-22.54243492,-55.72336508;;2026-03-09;2026-03-13
81;Mato Grosso do Sul;Ponta Porã;;Rua: Duque de caxias;330;;;-22,54187634;-55,7252612;2026;10;2026-03-23 20:21:38;151;sevpontapora.ms;;-22.54187634,-55.7252612;;2026-03-09;2026-03-13
82;Mato Grosso do Sul;Ponta Porã;;Rua: Guia Lopes;11;;Restaurante;-22,5413799;-55,72847513;2026;10;2026-03-23 20:21:39;0;sevpontapora.ms;;-22.5413799,-55.72847513;;2026-03-09;2026-03-13
83;Mato Grosso do Sul;Ponta Porã;;Rua: Marechal Floriano;2104-1;;;-22,53820736;-55,72967611;2026;10;2026-03-23 20:21:39;0;sevpontapora.ms;;-22.53820736,-55.72967611;;2026-03-09;2026-03-13
84;Mato Grosso do Sul;Ponta Porã;;Rua 7 de Setembro;603;;;-22,53801992;-55,72637618;2026;10;2026-03-23 20:21:40;0;sevpontapora.ms;;-22.53801992,-55.72637618;;2026-03-09;2026-03-13
85;Mato Grosso do Sul;Ponta Porã;;Rua: Guia Lopes;850;;;-22,53738867;-55,72184367;2026;10;2026-03-23 20:21:40;147;sevpontapora.ms;;-22.53738867,-55.72184367;;2026-03-09;2026-03-13
86;Mato Grosso do Sul;Ponta Porã;;Travesa Iguatemi;38;;;-22,53737405;-55,71968077;2026;10;2026-03-23 20:21:41;46;sevpontapora.ms;;-22.53737405,-55.71968077;;2026-03-09;2026-03-13
87;Mato Grosso do Sul;Ponta Porã;;Rua: Manuel dias de pinho;96;Zoocenter Veterinária;ao lado do corredor;-22,53449145;-55,71560914;2026;10;2026-03-23 20:21:41;27;sevpontapora.ms;;-22.53449145,-55.71560914;;2026-03-09;2026-03-13
88;Mato Grosso do Sul;Ponta Porã;;Rua Guia Lopes;1276;casa;varanda;-22,53492307;-55,71827699;2026;10;2026-03-23 20:21:42;292;sevpontapora.ms;;-22.53492307,-55.71827699;;2026-03-09;2026-03-13
89;Mato Grosso do Sul;Ponta Porã;;Rua: 7 De setembro;935;Casa de Cortinas;embaixo da mesa do escritório;-22,53535495;-55,72233313;2026;10;2026-03-23 20:21:42;23;sevpontapora.ms;;-22.53535495,-55.72233313;;2026-03-09;2026-03-13
9;Mato Grosso do Sul;Ponta Porã;;Rua:Joao manoel Cardinal;01;;Chão deposito;-22,5777256;-55,6879824;2026;10;2026-03-23 20:21:01;0;sevpontapora.ms;;-22.5777256,-55.6879824;;2026-03-09;2026-03-13
90;Mato Grosso do Sul;Ponta Porã;;Rua: Tiradentes;589;;Em cima da casa da tartaruga;-22,53550773;-55,72576491;2026;10;2026-03-23 20:21:43;18;sevpontapora.ms;;-22.53550773,-55.72576491;;2026-03-09;2026-03-13
91;Mato Grosso do Sul;Ponta Porã;;Rua: Presidente Vargas;277;;Jardim Lateral;-22,53550158;-55,72922382;2026;10;2026-03-23 20:21:43;71;sevpontapora.ms;;-22.53550158,-55.72922382;;2026-03-09;2026-03-13
92;Mato Grosso do Sul;Ponta Porã;;Rua: Marechal Floriano;2540;Laboratório Ponta Porã;recepção;-22,53475133;-55,73247758;2026;10;2026-03-23 20:21:44;0;sevpontapora.ms;;-22.53475133,-55.73247758;;2026-03-09;2026-03-13
93;Mato Grosso do Sul;Ponta Porã;;Rua: Baltazar Saldanha;109;;fundos da oficina;-22,53125897;-55,73354231;2026;10;2026-03-23 20:21:44;0;sevpontapora.ms;;-22.53125897,-55.73354231;;2026-03-09;2026-03-13
94;Mato Grosso do Sul;Ponta Porã;;Rua: Joaquim Teixeira;451;;embaixo do armário;-22,53129731;-55,72997704;2026;10;2026-03-23 20:21:45;0;sevpontapora.ms;;-22.53129731,-55.72997704;;2026-03-09;2026-03-13
95;Mato Grosso do Sul;Ponta Porã;;Rua: Calogeras;989;;Garagem;-22,53127717;-55,72538435;2026;10;2026-03-23 20:21:45;132;sevpontapora.ms;;-22.53127717,-55.72538435;;2026-03-09;2026-03-13
96;Mato Grosso do Sul;Ponta Porã;;Rua: Tomaz machado;650;;perto da porta;-22,53170396;-55,72274168;2026;10;2026-03-23 20:21:46;0;sevpontapora.ms;;-22.53170396,-55.72274168;;2026-03-09;2026-03-13
97;Mato Grosso do Sul;Ponta Porã;;Rua: Tiradentes;1579;;Pia;-22,53109044;-55,71834445;2026;10;2026-03-23 20:21:46;3;sevpontapora.ms;;-22.53109044,-55.71834445;;2026-03-09;2026-03-13
98;Mato Grosso do Sul;Ponta Porã;;Rua: 7 de setembro;1835;;perto da máquina de costura;-22,53083278;-55,71497559;2026;10;2026-03-23 20:21:47;0;sevpontapora.ms;;-22.53083278,-55.71497559;;2026-03-09;2026-03-13
99;Mato Grosso do Sul;Ponta Porã;;Rua: Guia Lopes;2177;;Churrasqueira;-22,53000035;-55,71149945;2026;10;2026-03-23 20:21:47;39;sevpontapora.ms;;-22.53000035,-55.71149945;;2026-03-09;2026-03-13
